date,state,avgpcp
191901,12,1.01666666667
191901,13,0.236666666667
191901,14,0.0822222222222
191901,15,3.8775
191901,16,6.19
191901,17,3.34666666667
191901,18,3.43875
191901,19,3.24666666667
191901,20,0.727
191901,21,0.386666666667
191901,22,5.3
191901,23,0.686666666667
191901,24,0.665714285714
191901,25,0.10375
191901,26,0.17
191901,27,2.91
191901,28,3.72666666667
191901,29,0.16375
191901,30,2.046
191901,31,4.75
191901,32,0.188888888889
191901,33,1.655
191901,34,0.843333333333
191901,35,7.07333333333
191901,36,2.437
191901,37,4.78
191901,38,4.47428571429
191901,39,0.104444444444
191901,40,5.44
191901,41,2.768
191901,42,0.0885714285714
191901,43,1.95666666667
191901,44,4.00833333333
191901,45,8.777
191901,46,3.78166666667
191901,47,0.561111111111
191901,48,0.396
191902,1,6.72
191902,2,1.65571428571
191902,3,3.23444444444
191902,4,6.64571428571
191902,5,1.216
191902,6,3.14666666667
191902,7,2.66
191902,8,4.29
191902,9,6.85
191902,10,3.474
191902,11,1.90888888889
191902,12,1.55777777778
191902,13,2.37111111111
191902,14,1.81
191902,15,1.83
191902,16,5.39777777778
191902,17,2.10666666667
191902,18,2.4175
191902,19,2.98
191902,20,1.629
191902,21,1.44888888889
191902,22,5.473
191902,23,2.00333333333
191902,24,1.51714285714
191902,25,1.92375
191902,26,1.5725
191902,27,2.03
191902,28,3.32666666667
191902,29,0.63875
191902,30,1.847
191902,31,3.84
191902,32,0.678888888889
191902,33,1.209
191902,34,1.93555555556
191902,35,8.03777777778
191902,36,2.19
191902,37,3.81
191902,38,4.94285714286
191902,39,1.09333333333
191902,40,3.135
191902,41,1.565
191902,42,1.84
191902,43,1.82333333333
191902,44,2.46166666667
191902,45,5.986
191902,46,2.00333333333
191902,47,1.83666666667
191902,48,1.148
191903,1,7.28375
191903,2,0.871428571429
191903,3,5.29111111111
191903,4,3.25857142857
191903,5,1.798
191903,6,6.8
191903,7,4.38
191903,8,5.25428571429
191903,9,4.53777777778
191903,10,2.017
191903,11,3.35777777778
191903,12,4.90666666667
191903,13,2.31333333333
191903,14,1.71222222222
191903,15,5.5025
191903,16,4.89444444444
191903,17,4.36333333333
191903,18,3.76875
191903,19,5.28
191903,20,2.698
191903,21,1.09
191903,22,6.968
191903,23,2.755
191903,24,0.881428571429
191903,25,0.89375
191903,26,1.0475
191903,27,4.45
191903,28,5.11
191903,29,2.1425
191903,30,3.9
191903,31,3.7525
191903,32,0.764444444444
191903,33,3.92
191903,34,1.97555555556
191903,35,4.92666666667
191903,36,3.62
191903,37,5.26
191903,38,3.43571428571
191903,39,0.8
